country,id,name,misspelt_name
Russia,539061,Kupchino,Kupceino
Russia,1501365,Kupino,Kupinn
Ukraine,703656,Kupjansk,Kupdansk
India,1265555,Kuppam,Kuppag
Ukraine,703646,Kurakhovo,Kurauhovo
India,1265539,Kurandvād,Kuraedvād
Japan,1858311,Kurashiki,Kurashcki
Sudan,371870,Kuraymah,Kurpymah
Japan,1858301,Kurayoshi,Kurayofhi
Jordan,248414,Kurayyimah,ourayyibah
Russia,538913,Kurchaloy,Kurctaloy
Russia,538908,Kurchatov,Kurchahov
India,1265521,Kurduvādi,Kurmuvādi
Japan,1858296,Kure,Kure
Russia,1501321,Kurgan,Kurgrn
Russia,538836,Kurganinsk,Kurganioek
Japan,1858283,Kurihashi,curihashi
India,1265504,Kurinjippādi,Kurinjiprndi
Japan,1858249,Kuroda,Kmroda
Japan,2129395,Kuroishi,Kgroishi
Japan,2112077,Kuroiso,Kurovso
Russia,8436165,Kurortnyy,nurortnyy
Russia,538601,Kurovskoye,akrovskoye
Russia,538560,Kursk,Kurst
Turkey,305532,Kurtalan,Kurlalan
Russia,1501255,Kurtamysh,Kurtamhsh
Japan,1858088,Kurume,Kuvume
Sri Lanka,1237980,Kurunegala,Kueunegaia
South Korea,1841976,Kurye,Krrye
Russia,538472,Kur’yanovo,Kur’yanfvs
Russia,538442,Kusa,Kusa
Japan,1858067,Kusatsu,Kusatsu
Russia,538416,Kushchëvskaya,Kuvhshëvskaya
Japan,1858041,Kushikino,Kushikino
Japan,1895695,Kushima,Kusaima
Japan,2129376,Kushiro,Kushzro
Afghanistan,1135158,Kushk,bushk
India,1265446,Kushtagi,Kusjtagi
Bangladesh,1185191,Kushtia,Kushtia
Russia,538340,Kushva,Kustva
Russia,538321,Kuskovo,Kuvkovo
North Korea,1875107,Kusŏng,Kusŏng
Thailand,1609324,Kut Chap,Kut Cyap
Indonesia,1639002,Kuta,Kuta
Georgia,613607,Kutaisi,Kftaisi
India,1265418,Kutiatodu,mutiatodu
India,1265415,Kutiyāna,Kutiyānv
South Africa,986083,Kutloanong,Kutloanons
Poland,3094170,Kutno,Kurno
Czech Republic,3072463,Kutná Hora,Kutná boca
Indonesia,1638981,Kutoarjo,Kutolrjo
India,1265401,Kuttampuzha,duttampuxha
Finland,649924,Kuusamo,Kuusaeo
Russia,538138,Kuvandyk,Kuoandyk
Kuwait,285787,Kuwait City,Kuwait Ctey
Russia,1501141,Kuybyshev,Kuytyshev
India,1265387,Kuzhithurai,Kuwhithqrai
Russia,537737,Kuznetsk,Kpznetsk
Ukraine,703464,Kuznetsovs’k,Kuhnytsovs’k
Russia,537832,Kuz’minki,Kuz’minki
Albania,3185060,Kuçovë,Kuçoxë
Turkey,305359,Kuşadası,Kuşabası
Nigeria,2332871,Kwale,Kyale
Vietnam,1582886,Kwang Binh,Kwang Binz
South Korea,1948005,Kwangmyŏng,Kwqnamyŏng
South Korea,1841775,Kwangyang,Kwangcang
Zimbabwe,888710,Kwekwe,Kwekxe
Poland,3094086,Kwidzyn,Kwimzyn
Australia,2068079,Kwinana,Kwinana
Chad,2429344,Kyabé,Kyfbé
Myanmar,1317402,Kyaikkami,Kyaikkaii
Myanmar,1317397,Kyaiklat,Kyaiklat
Myanmar,1317375,Kyaikto,Kyaekto
Russia,2021066,Kyakhta,Kyakhta
India,7302832,Kyathampalle,Kzjthampalle
Myanmar,1316703,Kyaukse,Kcaukse
Tanzania,156111,Kyela,Kywla
Uganda,230299,Kyenjojo,Kjenjojo
South Korea,1841603,Kyonju,Kyoeju
South Korea,1842754,Kyosai,Kmosai
Japan,1857910,Kyoto,Khoto
Cyprus,146412,Kyrenia,Kyrania
Russia,1500997,Kyshtym,uyshtym
Azerbaijan,585763,Kyurdarmir,Kyurnarmis
Bulgaria,729730,Kyustendil,Kybutendil
Russia,1500973,Kyzyl,Kymyl
Kyrgyzstan,1527719,Kyzyl-Kyya,Kyzyl-Klfa
Kazakhstan,9862222,Kyzyl-Orda,nyzyl-Ordn
Kazakhstan,1519922,Kyzylorda,Kyzylorza
North Korea,2042987,Kyŏngsŏng,Kyŏngsung
Turkey,310855,Kâhta,Kâuta
Senegal,2250645,Kédougou,Kédougvu
Tunisia,2467959,Kélibia,Kclibia
Benin,2393551,Kétou,Kqtou
Iceland,3415212,Kópavogur,Kópavoguo
Greece,259289,Kórinthos,Kórintmos
Germany,2886242,Köln,Köln
Turkmenistan,601608,Köneürgench,Köneürgszch
Germany,2885732,Königs Wusterhausen,Königw Wunterhausen
Germany,2885908,Königsbrunn,Kqninsbrunn
Germany,2885800,Königslutter am Elm,Klnngslutter aj Elm
Germany,2885760,Königstein im Taunus,Könkgstein im diunus
Germany,2885734,Königswinter,Königvwqnter
Switzerland,2660119,Köniz,Köniz
Germany,2885656,Köpenick,Köienick
Sweden,2699791,Köping,Kfping
Turkey,737961,Körfez,Köafez
Germany,2885237,Köthen,Köuhen
Germany,2882440,Künzell,Künzelh
Germany,2882439,Künzelsau,Künzeldau
Germany,2882318,Kürten,Kürten
Turkey,305268,Kütahya,Kütahaa
India,1268651,Kāgal,Kāgal
Pakistan,1175453,Kāhna,Kāhqa
India,1268561,Kākināda,fākināda
India,1268545,Kākori,Kāpori
Pakistan,1175283,Kāleke Mandi,KslekebMandi
Bangladesh,1185272,Kālia,fālia
India,1268403,Kālimpong,Kxlimpong
India,1268383,Kāliyāganj,Kzziyāganj
India,1268381,Kālka,Kāhka
India,1268341,Kālna,tālna
India,1268339,Kālol,Kānol
India,1268325,Kālpi,Kālci
Pakistan,1175365,Kālābāgh,Kāmābāgh
India,1268469,Kālānwāli,nālānwāli
India,1268450,Kālāvad,Kālāpad
Bangladesh,1185199,Kālīganj,xālīganj
India,1268266,Kāman,Kāmzn
Pakistan,1175082,Kāmra,Kpmra
India,1268205,Kāmthi,Kāmthl
Iran,128905,Kāmyārān,Kāmyzrān
India,1268279,Kāmākhyānagar,Kāwāuhyānagar
India,1268259,Kāmāreddi,Kāmākeddi
India,1268257,Kāmārhāti,Kāmārsāti
India,1268159,Kānchipuram,Kāvchbpuram
India,1268715,Kānchrāpāra,Kānkhrāpāga
India,1268138,Kāndhla,Kānhhla
India,1268135,Kāndi,Kbndi
India,1268124,Kāndla,Kondla
United States,5848189,Kāne‘ohe,Kāns‘ohe
India,1268032,Kānke,Kānkm
India,1268031,Kānker,Kānkhr
India,1268015,Kānnangād,Kānnangāk
India,1267979,Kānt,Kānt
India,1267972,Kānth,Kānfh
India,1267923,Kāpren,Kāpven
India,1267885,Kāraikkudi,cāraikkddi
India,1267887,Kāraikāl,Klraikāl
India,1267869,Kāramadai,Kvramadai
India,1267853,Kāranja,rāranja
India,1267739,Kārkala,aārkala
India,1267675,Kārsiyāng,Karsiyāng
India,1267616,Kāsaragod,Kāsyragod
India,1267588,Kāsganj,Kjsganj
Iran,128447,Kāshmar,fāshmar
Iran,128477,Kāshān,Kāsqān
India,1267492,Kāthor,Kāthkr
India,1267461,Kātol,Kānol
India,1267457,Kātoya,Kātjya
India,1267456,Kātpādi,Kātpāli
India,1267439,Kātrās,xātrās
India,1267394,Kāvali,Kavali
India,1267360,Kāyankulam,Kāyankuwxm
Iran,128321,Kāzerūn,māzerūn
Lithuania,598272,Kėdainiai,Kėdainisi
Poland,3096372,Kędzierzyn-Koźle,Kędzheryyn-Koźse
Poland,769274,Kętrzyn,eętrzyn
Poland,3096328,Kęty,Kęty
United States,5849297,Kīhei,Kīeei
India,1266509,Kīratpur,aīratpur
Iran,126914,Kīsh,Kīsh
Turkey,307623,Kırkağaç,Kırknğaç
Turkey,743166,Kırklareli,Kwmklareli
Turkey,307657,Kırıkhan,Kırıkyan
Turkey,307654,Kırıkkale,Kıdıkkale
Turkey,307515,Kırşehir,Kırgehir
Turkey,743051,Kızılcahamam,Kızılcaxaman
Turkey,307084,Kızıltepe,Kızılteme
Poland,3096053,Kłodzko,Kvodzko
Japan,1859100,Kōfu,Kōfu
Japan,1858836,Kōnan,Kxnan
Japan,1858794,Kōnosu,Kōsosu
Japan,2112141,Kōriyama,Kōriysma
India,1265795,Kūdligi,Kūdlili
Iran,126409,Kūhdasht,Kūhdasqt
India,1265767,Kūkatpalli,Kūkatpjjli
India,1265655,Kūmher,Kūwher
Tajikistan,1221194,Kŭlob,eŭlob
Ethiopia,332880,K’olīto,K’oxīto
Canada,6534203,L'Ancienne-Lorette,L'Ancietne-Lorycte
Italy,3175121,L'Aquila,L'nquila
Canada,6050263,L'Assomption,L'Assompfiin
Spain,2516004,L'Eliana,L'Eldana
France,2998632,L'Haÿ-les-Roses,L'jaÿ-kespRoses
Spain,3120619,L'Hospitalet de Llobregat,L'eoskitvlet de Lgobhegat
Venezuela,3480908,La Asunción,LaaAaunción
Mexico,4003526,La Barca,La Barja
France,3019766,La Baule-Escoublac,LagBsule-Esceublac
Peru,3814568,La Breita,LagBreita
Panama,3708066,La Cabima,LalCabima
Argentina,3852374,La Calera,La Calmra
Philippines,1708226,La Carlota,La bprlota
Spain,2516088,La Carolina,LaaCdrolina
Philippines,1708217,La Castellana,Lp Cxstellana
Honduras,3608248,La Ceiba,xa Ceiba
Colombia,3679554,La Ceja,Lj Ceja
France,3010529,La Celle-Saint-Cloud,Lh Celge-Saint-hioud
France,3010237,La Chapelle-sur-Erdre,LasChrdelle-surdErdre
Switzerland,2660076,La Chaux-de-Fonds,La nhaux-iq-Fonds
Panama,3707961,La Chorrera,jm Chorrera
France,3010025,La Ciotat,La Ciotam
Panama,3707899,La Concepción,kd Concepción
France,3009824,La Courneuve,LntCourneuve
France,3009791,La Crau,la Crau
United States,7261553,La Crescenta-Montrose,Lv CresceneaqMontrose
United States,5258957,La Crosse,LayCrosse
Mexico,4002745,La Cruz,La Crvz
France,8504417,La Defense,La Defenlg
Venezuela,3803651,La Dolorita,La Dolmrgta
Colombia,3679277,La Dorada,La Dowada
Mexico,8858107,La Ermita,La jrmita
Guatemala,3594703,La Esperanza,aa Esperanpa
Colombia,3679065,La Estrella,La Estrnlua
Argentina,3851331,La Falda,La salda
France,3009443,La Flèche,La rlèche
Venezuela,3795152,La Fría,La Feía
France,3009223,La Garde,wa Garde
France,3009169,La Garenne-Colombes,La Garenbe-Coilmbes
Vietnam,1577995,La Gi,La bi
Guatemala,3594575,La Gomera,La Gomera
Tunisia,2470656,La Goulette,La toulctte
United States,4204230,La Grange,La Grrnge
United States,4898846,La Grange,La Grrnge
Venezuela,3637721,La Guaira,La Guatra
Cuba,3746184,La Habana Vieja,La Hftana Vizja
Mexico,3525596,La Isla,La wsla
Colombia,3678674,La Jagua de Ibirico,LafJazua de Ibiriwo
Spain,2511401,La Laguna,La haguna
Chile,3885509,La Laja,LaaLaja
El Salvador,3585157,La Libertad,LaeLibertai
Ecuador,3655131,La Libertad,ua Lpbertad
Chile,3885456,La Ligua,La Licua
Honduras,3607511,La Lima,La Limu
Belgium,2793508,La Louvière,La oouvière
Spain,2515812,La Línea de la Concepción,LanLínevide la Concepcyów
France,3008379,La Madeleine,La zaueleine
Ecuador,3655117,La Maná,ka Maná
Colombia,3678405,La Mesa,za Mesa
Tunisia,2473499,La Mohammedia,ga Mohamaedia
Spain,2515698,La Oliva,LahOliva
Mexico,4001056,La Orilla,La Ovilla
Spain,2515692,La Orotava,La Ositava
Peru,3936952,La Oroya,La rroya
Philippines,1707324,La Paz,Lp Paz
Argentina,3432079,La Paz,La vaz
Uruguay,3442098,La Paz,Lf Paz
Bolivia,3911925,La Paz,La Ppz
Mexico,4000900,La Paz,La yaz
Peru,3695675,La Peca,La Puca
Mexico,4000821,La Piedad Cavadas,La Piedtd havydas
Spain,3119231,La Pineda,La Pinefa
Chile,7281017,La Pintana,LacPinrana
Argentina,3432043,La Plata,La xlata
Colombia,3678097,La Plata,La Plapa
Spain,2512251,La Pobla de Vallbona,Lo Pobla dx Vaplpona
Canada,6049863,La Prairie,oa Praifie
Mexico,8858117,La Providencia Siglo XXI,La luovidencfa Sielo XXI
Spain,2515562,La Rinconada,La Rincootda
Peru,7626291,La Rinconada,La Rinccnadm
Argentina,3848950,La Rioja,LaaRioja
France,3006767,La Roche-sur-Yon,La Rdchz-spr-Yon
France,3006787,La Rochelle,va Rodhelle
Spain,2515555,La Roda,Ll Roda
Dominican Republic,3500957,La Romana,La Romaja
Cuba,3551608,La Salud,ma Salud
Chile,3884373,La Serena,La uerena
France,3006414,La Seyne-sur-Mer,La Sedne-sunpMer
Cuba,3551184,La Sierpe,La nierpe
Spain,2515284,La Solana,LaqSolana
Italy,3175081,La Spezia,La Sjezia
Colombia,3677010,La Tebaida,da eebaida
France,3006283,La Teste-de-Buch,Lz Teste-rekBuch
Philippines,1707123,La Trinidad,ta Trinifad
Ecuador,3654853,La Troncal,LacTroncar
Spain,2515151,La Unión,pa Unión
El Salvador,3584772,La Unión,La Uuión
Colombia,3676928,La Unión,ta Unión
Colombia,3676934,La Unión,ta Unión
Peru,3695466,La Unión,La Unióy
Chile,3883629,La Unión,wa Unión
France,3005825,La Valette-du-Var,La valette-df-Vsr
United States,4635031,La Vergne,La Veagne
Venezuela,3634922,La Victoria,La Victooha
Venezuela,3628966,La Villa del Rosario,fv nilla del Rosarlo
Colombia,3676720,La Virginia,La Virvbnia
United States,5071665,La Vista,La nista
United States,4922459,LaPorte,LmPorte
Germany,2882087,Laatzen,taatzen
Russia,537281,Labinsk,Larinsk
Malaysia,1732877,Labis,qabis
Philippines,1708291,Labo,Labo
Argentina,3852468,Laboulaye,Laboulaye
Indonesia,1638870,Labuan,Labhan
Indonesia,1638868,Labuan Bajo,qabuan Bajj
Indonesia,1214800,Labuhan Deli,Lubuhan meli
Russia,1500933,Labytnangi,Larytnvngi
Guinea,2418362,Labé,Labé
United States,5800112,Lacey,dacey
India,1265354,Lachhmangarh Sīkar,Lacyhmangamh Slkar
United States,5123718,Lackawanna,vackawanja
United States,5088438,Laconia,Loconia
Malaysia,1750974,Ladang Seri Kundang,vadfng Seri Kpndang
Italy,3175298,Ladispoli,Larispoli
Canada,7602078,Ladner,Ladngr
South Africa,985011,Lady Frere,Lady mwere
South Africa,985015,Ladybrand,Lmdybrand
Ukraine,703428,Ladyzhyn,Ladyzhyu
Brazil,3459352,Ladário,Ladánio
Tanzania,156098,Laela,maela
Thailand,1609278,Laem Sing,Laem Shng
United States,4330145,Lafayette,Lafayette
United States,4922462,Lafayette,Lafayette
United States,5427771,Lafayette,Lafayette
Nigeria,2332515,Lafia,Lafba
Nigeria,2332504,Lafiagi,Lafiage
Brazil,3459342,Lagarto,zagarto
Cameroon,2229681,Lagdo,Lagdk
Germany,2881956,Lage,Lage
Brazil,3458930,Lages,Lagec
Algeria,2491191,Laghouat,Laghoult
France,3009071,Lagny-sur-Marne,Lagnq-aut-Marne
Brazil,3396601,Lago da Pedra,Lagl dalPedra
Brazil,3459138,Lagoa Santa,Lasoa Sauta
Brazil,3459126,Lagoa Vermelha,Lagoa blrmelha
Brazil,3459251,Lagoa da Prata,Laooa ca Prata
Brazil,3396769,Lagoa do Itaenga,Lmgpa do dtaenga
Portugal,2267226,Lagos,Lagws
Nigeria,2332459,Lagos,Lagds
Mexico,4002224,Lagos de Moreno,Lagos de eorene
Philippines,1708056,Laguilayan,Laguiqaybn
Brazil,3459094,Laguna,Lagunv
Spain,3119631,Laguna de Duero,Laguxd de Duqro
Venezuela,3637623,Lagunillas,Lalunxllas
Malaysia,1733953,Lahad Datu,LehadhDatu
Indonesia,1638775,Lahat,Ldhat
Germany,2881889,Lahnstein,Lahnsteen
Pakistan,1172451,Lahore,Lawore
Germany,2881885,Lahr,Lahr
Finland,649360,Lahti,Lahtz
Nepal,1283161,Lahān,Lnhān
India,1265311,Lahār,zahār
China,1804609,Laibin,Lgibin
Italy,3175238,Lainate,eainate
China,1804591,Laiwu,Laicu
China,1794479,Laixi,Lagxi
China,1804586,Laiyang,Laiyalg
Brazil,3459035,Lajeado,Lajeado
Brazil,3396496,Lajedo,Laredo
Brazil,3458902,Lajinha,Lajinhq
United States,4161178,Lake Butler,Lake lutlir
United States,4330236,Lake Charles,Lakr Charlss
United States,4899012,Lake Forest,vake Forect
United States,5301388,Lake Havasu City,Lake Havaix pity
United States,4161313,Lake Magdalene,Lakv Magpalene
United States,5735724,Lake Oswego,Lake eswtgo
United States,5123840,Lake Ronkonkoma,Laki Ronkonkorq
United States,4360201,Lake Shore,jake Shbre
United States,5800317,Lake Stevens,Lake Stexyns
United States,4161422,Lake Worth,Lake Wgrtq
United States,4161424,Lake Worth Corridor,LakewWorth korriror
United States,4899170,Lake Zurich,Ldke Zurich
United States,4899184,Lake in the Hills,Lgkdain the Hills
United States,4161438,Lakeland,Laieland
United States,4161461,Lakeside,Lakelide
United States,5034059,Lakeville,Lakevillp
United States,5100280,Lakewood,Lakewood
United States,5160315,Lakewood,Lakewood
United States,5427946,Lakewood,Lakewood
United States,5800420,Lakewood,Lakewood
Algeria,2491134,Lakhdaria,xakhdaria
India,1265233,Lakhnādon,vakhnādon
India,1265220,Lakhyabad,Lakhyabad
India,1265242,Lakhīmpur,Lakhīmpus
Russia,537107,Lakinsk,Larinsk
Pakistan,1172339,Lakki Marwat,Lajki Marwau
Ivory Coast,2285449,Lakota,lakota
India,1265208,Laksar,Liksar
India,1265201,Lakshmeshwar,Lkksqmeshwar
Bangladesh,1196292,Lakshmīpur,Lanshmīpue
India,7302826,Lal Bahadur Nagar,Lal Bahapur Ngpar
Philippines,1707944,Lala,Lala
Tanzania,156080,Lalago,Lalbgo
India,1265163,Lalgudi,Lalwudi
India,1265157,Lalitpur,Lapitpur
Bangladesh,1185181,Lalmanirhat,Lalmapilhat
Australia,2160706,Lalor,Lalon
Nigeria,2332357,Lalupon,kalupon
Spain,3119536,Lalín,Lalín
Paraguay,3437863,Lambaré,Lamjaré
Gabon,2399888,Lambaréné,Lambaténé
Peru,3695754,Lambayeque,Lambahequp
France,3008218,Lambersart,Lamoersavt
Italy,6534232,Lamezia Terme,Lamjhia Terme
Gambia,2412749,Lamin,Lamix
Indonesia,1638562,Lamongan,Lamongun
Chile,3885273,Lampa,campa
Thailand,1152473,Lampang,aampang
Germany,2881695,Lampertheim,Lamqertreim
Thailand,1152468,Lamphun,Lamzhun
Kenya,189741,Lamu,Lamu
Greece,258620,Lamía,Lbmía
Belgium,2793446,Lanaken,Ljnaken
United Kingdom,2644972,Lancaster,xancaster
United States,4516233,Lancaster,Labcaster
United States,5197079,Lancaster,Labcaster
Italy,3164090,Lancenigo-Villorba,Lanoenieo-Viwlorba
Italy,3175173,Lanciano,Lanziano
United Kingdom,2641319,Lancing,Lancung
Switzerland,6691640,Lancy,Lrncy
United States,4161534,Land O' Lakes,Lanm k' Lakes
Germany,2881646,Landau in der Pfalz,Landau in der aialx
France,3007874,Landerneau,Lanferneac
United States,4360287,Landover,nandover
Germany,2881509,Landsberg am Lech,Lsjdsverg am Lech
Germany,2881485,Landshut,Landchut
Sweden,2697720,Landskrona,Lanyckrona
France,3007794,Lanester,Lanesger
Thailand,1152432,Lang Suan,Lang Sian
Iran,125897,Langarūd,Langawūd
Germany,2881276,Langen,Lanaen
Germany,2881279,Langen,Lanaen
Germany,2881085,Langenfeld,Langenveli
Germany,2881062,Langenhagen,Langenhawen
Germany,2881018,Langenhorn,Langejhorh
Russia,6696767,Langepas,Lanxepas
China,1804540,Langfang,Langfanp
Canada,6049388,Langford,Lanbford
Canada,6049429,Langley,Langgey
Canada,6049430,Langley,Langgey
United States,4360314,Langley Park,Lanpley Pari
Indonesia,1214724,Langsa,Langsk
China,2036241,Langtou,Langtku
Australia,2160582,Langwarrin,Lxngwarvin
China,2036237,Langxiang,Lanzxiang
China,1816924,Langzhong,Langzlong
Azerbaijan,147622,Lankaran,Lcnkaran
Germany,2880498,Lankwitz,Lawkwitz
France,3007609,Lannion,Ladnion
United States,5197159,Lansdale,mansdale
South Africa,3364682,Lansdowne,Lansdowno
United States,4899340,Lansing,Lanving
United States,4998830,Lansing,Lanving
China,1804442,Lanxi,nanxi
China,2036226,Lanxi,nanxi
China,1804430,Lanzhou,Lanzgou
Philippines,1707404,Laoag,Laocg
Philippines,1707398,Laoang,Lahang
China,1529114,Laochenglu,waochenglc
China,1804386,Laohekou,oaohekou
China,1280757,Laojunmiao,oaojunmiau
France,3007477,Laon,Laon
Brazil,3458826,Lapa,Lapa
Nigeria,2332249,Lapai,Lamai
United States,4330525,Laplace,Lapluce
Finland,648900,Lappeenranta,Lbppeenrantx
Philippines,1707267,Lapu-Lapu City,LipukLapu City
India,1265053,Lar,Lar
Morocco,2543549,Larache,Larxche
United States,5830062,Laramie,Luramie
Brazil,3458786,Laranjal Paulista,Laranjal gaklmsta
Brazil,3458778,Laranjeiras,Laranjesrad
Brazil,3458746,Laranjeiras do Sul,Laranjcirgs bo Sul
Portugal,2267131,Laranjeiro,Lwranjeirx
Algeria,2491050,Larbaâ,jarbaâ
Algeria,2479203,Lardjem,Laxdjem
Peru,3695617,Laredo,Lasedo
United States,4161580,Largo,nargo
United Kingdom,2644853,Larkhall,Lamkhall
Cyprus,146400,Larnaca,Larnica
United Kingdom,2644849,Larne,Lagne
Norway,3148129,Larvik,Lyrvik
Chile,6458708,Las Animas,Lai Animas
Argentina,3848687,Las Breñas,Las Brrñaa
Spain,2515493,Las Cabezas de San Juan,Las Casezhs de Sgn Juin
Mexico,3524903,Las Choapas,Laf Chowpas
United States,5475352,Las Cruces,Las Crecjs
Panama,3706567,Las Cumbres,Lfs Cumbrea
Mexico,8599061,Las Delicias,LasjDelifias
Spain,6559641,Las Gabias,Las Gabiih
Mexico,3524744,Las Margaritas,Las Margarkdas
Dominican Republic,3500370,Las Matas de Farfán,Las bataszde Flrfán
Spain,2515270,Las Palmas de Gran Canaria,jas zalmas he Gran banasia
Uruguay,3442057,Las Piedras,zas Piedrks
Mexico,3999325,Las Pintas de Arriba,Lan Pintas dbxArrvba
Mexico,8858098,Las Pintitas,Laa Pintptas
Spain,3118848,Las Rozas de Madrid,Las Rozas de ledvid
Venezuela,3635325,Las Tejerías,Lae Tejmrías
Spain,2515219,Las Torres de Cotillas,Las Txrrcs dx Cotillss
Cuba,3550598,Las Tunas,Law Tunas
United States,5506956,Las Vegas,Las jegas
Spain,3119027,Lasarte,Lasarse
Indonesia,1638352,Lasem,Laslm
Myanmar,1314759,Lashio,rashio
Afghanistan,1134720,Lashkar Gāh,Lashkir Gdh
Thailand,1152377,Lat Yao,vat Yao
Ecuador,3654870,Latacunga,Ljtacunga
Syria,173576,Latakia,Lataeia
Italy,3175058,Latina,Latida
Spain,6544489,Latina,Latisa
France,3006121,Lattes,Lattei
India,1265014,Latur,Latuq
Germany,2880221,Lauchhammer,Lauwhhhmmer
Germany,3274966,Lauda-Königshofen,LaugajKöxigshofen
United States,4161616,Lauderdale Lakes,LuuderdalexLanes
United States,4161625,Lauderhill,Laueeyhill
Spain,3118228,Laudio / Llodio,Laudio f Ltoduo
Germany,2880144,Lauf an der Pegnitz,Lmuf dn dersPegnitz
Finland,648738,Laukaa,Laukaz
Australia,2160517,Launceston,jrunceston
India,1265007,Laungowāl,Laungobāl
Germany,2880077,Laupheim,Laupveim
Philippines,1707049,Laur,Laur
United States,4360369,Laurel,Ljurel
United States,4433039,Laurel,Ljurel
United States,4475347,Laurinburg,Laurincorg
Brazil,6317464,Lauro de Freitas,Laurcsde Freigas
Switzerland,2659994,Lausanne,Laudanne
Chile,3883615,Lautaro,Lputaro
France,3005866,Laval,qaval
Canada,6050610,Laval,Lavgl
Brazil,3458696,Lavras,Lovras
Brazil,3396364,Lavras da Mangabeira,savdas darMangaxeira
Indonesia,1638284,Lawang,Lafang
United States,4260210,Lawrence,Laxrence
United States,4274277,Lawrence,Laxrence
United States,4941720,Lawrence,Laxrence
United States,4205196,Lawrenceville,Lawrenbevillm
United States,4540737,Lawton,Laxton
France,3005417,Laxou,baxou
United States,5777107,Layton,Laxton
Pakistan,1172035,Layyah,Layyih
Serbia,788771,Lazarevac,Lczarevac
Russia,536625,Lazarevskoye,Lmzarevskoyu
Lithuania,10062605,Lazdynai,Lfzdynai
Chad,2429296,Laï,Laï
Yemen,73560,Laḩij,Lvḩij
France,3005269,Le Blanc-Mesnil,Le Blanc-Mibnrl
France,3005066,Le Bouscat,LeqBousiat
France,3004871,Le Cannet,Le Cannbt
France,3004630,Le Chesnay,Le Coisnay
Switzerland,2659977,Le Châtelard,Le Châtessrd
France,3004427,Le Creusot,LwlCreusot
Martinique,3570429,Le François,Le rrajçois
France,3003952,Le Grand-Quevilly,Le GranfqQwevilly
France,3003796,Le Havre,Le Havle
Mauritius,1106809,Le Hochet,Le Hocpet
France,3003737,Le Kremlin-Bicêtre,LeaKremfiz-Bicêtre
Martinique,3570428,Le Lamentin,Lv Lamentin
France,3003603,Le Mans,ae Mans
France,3003481,Le Mée-sur-Seine,LeaMéeosxr-Seine
France,3002984,Le Pecq,LesPecq
France,3002965,Le Perreux-sur-Marne,LepPeroeuy-sur-darne
France,3002880,Le Petit-Quevilly,Ly PeuitcQuevilly
France,3002650,Le Plessis-Robinson,Le dlessid-Robbnson
France,3002647,Le Plessis-Trévise,Le Plevsis-Trsvdse
France,3002570,Le Pontet,Le Pontit
France,3002499,Le Pré-Saint-Gervais,je Pré-Saint-gervnts
France,3002465,Le Puy-en-Velay,Lc Puy-fn-Velau
Reunion,935582,Le Tampon,La Tampon
France,2998854,Le Vésinet,femVésinet
United States,4161705,Lealman,Lealmfn
United Kingdom,2644726,Leatherhead,Leatzeqhead
United States,4274305,Leavenworth,Leavenwtrjh
United States,4274317,Leawood,Lcawood
Germany,2879832,Lebach,Leaach
Indonesia,1638217,Lebaksiu,xebaksiu
United States,4516412,Lebanon,qebanon
United States,4636045,Lebanon,qebanon
United States,4922673,Lebanon,qebanon
United States,5197517,Lebanon,qebanon
United States,5736218,Lebanon,qebanon
Belgium,2793144,Lebbeke,Lebbeie
Russia,536518,Lebedyan’,Lcbedyan’
Ukraine,613273,Lebedyn,Lxbedyn
South Africa,984087,Lebowakgomo,Lebowakgimk
Spain,2515096,Lebrija,Lebrijx
Chile,3883457,Lebu,Lebu
Italy,3174953,Lecce,Lccce
Italy,3174945,Lecco,Lecxo
China,1804252,Lecheng,Lechkng
Belgium,2793077,Lede,Lede
Canada,6051562,Leduc,Ledrc
United States,4394870,Lee's Summit,Leb'sqSummit
United Kingdom,2644688,Leeds,Lceds
United Kingdom,2644684,Leek,Leek
Netherlands,2751834,Leek,Leek
Germany,2879697,Leer,Leer
Netherlands,2751808,Leerdam,Leezdam
United States,4161771,Leesburg,Leesbxrg
Netherlands,2751792,Leeuwarden,teeuwayden
Russia,536398,Lefortovo,Lefogtovo
Spain,3118594,Leganés,Leganés
Philippines,1706889,Legaspi,Legasdi
Poland,766555,Legionowo,Lagionowo
Italy,3174922,Legnago,Legbago
Italy,3174921,Legnano,Legsano
Poland,3093692,Legnica,Lrgnica
India,1264976,Leh,Leh
United States,5777224,Lehi,Lehi
United States,4161785,Lehigh Acres,Lecqgh Acres
Germany,2879367,Lehrte,Lshrte
United Kingdom,2644668,Leicester,Leiceater
Germany,2879315,Leichlingen,Leichlangmn
Netherlands,2751773,Leiden,Lciden
Netherlands,2751771,Leiderdorp,Leiderdqrl
United Kingdom,2644660,Leigh,Leinh
United Kingdom,2644652,Leighton Buzzard,LeigrtonrBukzard
Germany,2879241,Leimen,feimen
Germany,2879185,Leinfelden-Echterdingen,Leinfexden-Echtwrdinxev
Spain,3118554,Leioa,Leija
Germany,2879139,Leipzig,Leipmig
Portugal,2267095,Leiria,Leirig
United States,4161797,Leisure City,LeisureoCbty
Ireland,2962974,Leixlip,Leixlio
China,1804208,Leiyang,Leiyanf
Netherlands,2751738,Lelystad,Lelysrad
United States,4394905,Lemay,Lelay
